,id,title,content,category
0,6343140,Así es PlayStation 5 por dentro: dan a conocer la experiencia que tendrá el usuario al navegar en la consola,"Así es PlayStation 5 por dentro: dan a conocer la experiencia que tendrá el usuario al navegar en la consola. Sony Interative Entertainment (SIE) ha compartido las características que tendrá la interfaz de usuario de la videoconsola de próxima generación de la compañía, PlayStation 5 (PS5), que ha sido diseñada para conectar rápidamente a los jugadores tanto con los videojuegos como con la comunidad. El vicepresidente de Planificación y Gestión de Plataformas de SIE, Hideaki Nishino, afirmó que la nueva interfaz “presenta varias características nuevas diseñadas para hacer que sus experiencias de juego sean más divertidas, atractivas, personalizadas y sociales”. Entre otras cosas, la nueva interfaz de usuario de la PlayStation 5 cuenta con un nuevo centro de control, con el que los usuarios podrán tener acceso “inmediato” a casi todo el sistema, como se muestra en un vídeo compartido por la compañía. Los usuarios podrán acceder al centro de control tan solo presionando el botón PlayStation en el mando DualSense, sin necesidad de salir del juego. Otra de las novedades de la interfaz de usuario es la función Actividades, que se muestra mediante tarjetas en el centro de control y permite descubrir nuevas oportunidades de juego o saltar directamente a los niveles que desee el jugador, entre otras cosas. Esta función está diseñada para que los usuarios tengan a mano los elementos clave de la mecánica de juego. Además, algunas tarjetas de actividad se pueden poner en modo ‘imagen en imagen’ para poder verlas sin tener que salir de la partida. “Navegar por la interfaz, cambiar de un juego a otro, y entrar en partidas online se producirá rápidamente, ya que hemos pasado toda la pila de software de la consola a la red para ofrecer una verdadera experiencia de próxima generación. Menos tiempo de espera, más tiempo para jugar”, ha afirmado Nishino. La compañía publicó la semana pasada un vídeo en el que desmonta y muestra la integración de la tecnología de la PlayStation 5, que contará con una “mejora increíble en el rendimiento en cuanto a potencia de procesamiento y silencio”. La PlayStation 5 se lanzará el 12 de noviembre en siete países del mundo: Estados Unidos, Canadá, Japón, México, Australia, Nueva Zelanda y Corea del Sur. Al resto del mundo, incluida España, llegará el 19 de noviembre. Por favor, inicia sesión en La Tercera para acceder a los comentarios.",4-Ciencias_y_Tecnología
1,1384036,118 colmillos de elefante fueron decomisados en Camerún,"118 colmillos de elefante fueron decomisados en Camerún. En total, 118 colmillos de elefante han sido decomisados en Ambam, sur de Camerún, un conocido centro de tráfico de marfil cerca de la frontera con Gabón y Guinea Ecuatorial, anunció el viernes a la AFP Jean-Claude Ekoube, portavoz de las aduanas camerunesas. Este decomiso, que se eleva a 675 kilos, “es el más importante realizado en Camerún en cuanto a cantidad en cinco años”, dijo. El marfil, procedente de Gabón, fue transportado en una furgoneta de doble fondo, que también llevaba madera, según un reportaje de la televisión estatal camerunesa.

Su destino final era Asia, según la misma fuente. “Cuatro traficantes, tres cameruneses y un gabonés fueron detenidos con el cargamento”, precisó Ekoube. En Gabón, pequeño país de África central, viven cerca del 60% de los elefantes de bosque que subsisten en África. El comercio ilegal de marfil es la tercera forma de tráfico más rentable tras los estupefacientes y las armas. El tráfico está alimentado por la fuerte demanda que hay en Asia y en Oriente Medio, donde se utilizan los colmillos de elefante en la medicina tradicional y en la ornamentación, pese a la moratoria decretada en 1989 sobre su comercio internacional. El kilo puede valer en el mercado hasta 7.000 euros (unos 6,4 millones de pesos).",4-Ciencias_y_Tecnología
2,6338378,WhatsApp podrá acceder a los mensajes de un chat si un usuario lo denuncia,"WhatsApp podrá acceder a los mensajes de un chat si un usuario lo denuncia. WhatsApp ha introducido de forma limitada una función que permite a la compañía acceder a los mensajes de una conversación entre usuarios o de un grupo si uno de ellos denuncia a otro contacto. En la actualidad, cuando un usuario reportaba a otro en WhatsApp, la aplicación elaboraba un informe considerando factores como si el número de teléfono es nuevo o ya había recibido denuncias. No obstante, no podía acceder a las conversaciones, encriptadas de extremo a extremo. Ahora, WhatsApp ha actualizado su última beta para móviles con sistema Android (la versión 2.20.206.3), en la que ha introducido la posibilidad de verificar las denuncias de los usuarios accediendo a una copia de parte del contenido de los chats, como informa el portal wabetainfo. La aplicación no accede por sí sola al contenido de los mensajes, sino que son los usuarios los que lo tienen que autorizar el acceso a una copia de los mensajes recientes cuando reportan a otra persona. La característica está presente tanto para chats individuales como para grupos y para la versión de empresas WhatsApp Business. Cuando el usuario elige la opción de reportar un contacto, WhatsApp muestra una ventana de confirmación en la que informa de que accederá a “los mensajes más recientes” de esta persona, si sigue con la denuncia. También da la opción de bloquear al contacto denunciado y eliminar sus mensajes del chat, como ya sucedía actualmente. La función se encuentra presente solamente en la última beta de WhatsApp para Android, ya por el momento aún no ha llegado a la versión estable de la aplicación distribuida en los canales oficiales. Por favor, inicia sesión en La Tercera para acceder a los comentarios.",4-Ciencias_y_Tecnología
5,31262,Departamento de Astronomía UdeC hace llamado a planificación con seguridad para ver eclipse de sol,"Departamento de Astronomía UdeC hace llamado a planificación con seguridad para ver eclipse de sol. A menos de una semana que -a pleno mediodía- dejará a oscuras algunas zonas del país, desde el Departamento de Astronomía de la Universidad de Concepción llamaron a planificar la oportunidad del ver el fenómeno. Se aproxima el Lai Antu, o la muerte del sol, como lo describe la rica cosmovisión mapuche, fenómeno que representa la lucha entre la luna y el astro rey, de acuerdo a Rodrigo Herrera, académico del departamento de Astronomía de la Universidad de Concepción y coordinador general de Planifica tu Eclipse. El privilegio lo tendrá la región de La Araucanía, aunque la Isla Mocha, al sur de la provincia de Arauco, también dispondrá de una vista envidiable del momento, la cual -de acuerdo a Herrera- no se registrará en toda región del Bío Bío. Chile es un país beneficiado por los astros para observar estos episodios, aunque no específicamente para los penquistas que no quieran moverse de la zona, afirmó el experto. Durante el eclipse del próximo lunes, toda la Isla Mocha, parte de La Araucanía y la región de Los Ríos, apreciarán el día transformándose en noche, y -con esto- la aparición de estrellas y cuatro planetas: Mercurio, Venus, Júpiter y Saturno; agregó el académico. La invitación, añadió, es a observarlo de forma segura quedándose en casa y utilizando lentes certificados, vidrio de soldador o un proyector solar.",4-Ciencias_y_Tecnología
6,12671,Informe de la ONU: Cuatro regiones de Chile concentran desnutrición crónica infantil,"Informe de la ONU: Cuatro regiones de Chile concentran desnutrición crónica infantil. Uno de cada cinco territorios de América Latina y el Caribe presenta rezagos en la desnutrición crónica infantil y en el sobrepeso en menores de hasta cinco años, según el Panorama de la Seguridad Alimentaria y Nutricional en América Latina y el Caribe 2020, elaborado por organismos de la ONU. Mientras que la desnutrición crónica infantil disminuyó de 22,7% en 1990 a un 9% en 2019 en Latinoamérica y Caribe, según el informe, el sobrepeso en las niñas y niños menores de cinco años aumentó del 6,2% al 7,5% en el mismo período (por sobre el promedio mundial de 5,6%), identificándose territorios con alto rezago, en donde la malnutrición en cualquiera de estas dos formas supera significativamente los promedios nacionales. Revisa el informe: ????Nuevo informe ????#Panorama2020 desnuda la desigualdad en la distribución geográfica de la malnutrición en América Latina y el Caribe.Colaboran????@IFADespanol @opsoms @uniceflac @WFPInforme ⬇https://t.co/10Apipsx0IMás info ⬇https://t.co/0YjjSHIUxm pic.twitter.com/bc1XjpuHZs— FAO Américas (@FAOAmericas) December 2, 2020 ????Nuevo informe ????#Panorama2020 desnuda la desigualdad en la distribución geográfica de la malnutrición en América Latina y el Caribe.Colaboran????@IFADespanol @opsoms @uniceflac @WFPInforme ⬇https://t.co/10Apipsx0IMás info ⬇https://t.co/0YjjSHIUxm pic.twitter.com/bc1XjpuHZs La evidencia en el Panorama 2020 muestra que, tanto en Chile como en Argentina, los territorios más rezagados en cuanto a desnutrición crónica infantil se concentran en el norte de ambos países. En efecto, el documento menciona que en Chile los territorios más afectados por la desnutrición crónica infantil coinciden con la zona norte y se encuentran principalmente en las regiones de Arica y Parinacota (5,8%), Atacama (6,1%) y Tarapacá (6,4%), pero también en la Región Metropolitana (6,1%), en la cual habita un 40% de la población del país.  Por su parte, el sobrepeso infantil se concentra, según el informe, más al sur en los países de Argentina y Chile, al suroeste de Brasil y al norte de México. Chile, por ejemplo, tiene mayores tasas de sobrepeso infantil en las regiones de La Araucanía (18,9%), Magallanes y Antártica Chilena (18,7%), Ñuble (18,6%) y Los Ríos (18,6%). En el país, el Panorama 2020 trabajó en base a los últimos datos disponibles del estado nutricional de niñas y niños de kínder, de la Junta Nacional de Auxilio Escolar y Becas (Junaeb). “Debemos actuar, cuanto antes, para que niñas y niños chilenos menores de cinco años reciban una alimentación saludable, que les permita el pleno desarrollo intelectual, emocional y físico. Consecuencias de la malnutrición, como el mal rendimiento escolar y la discriminación por el físico, pueden corregirse a temprana edad, con los nutrientes y entornos adecuados”, urge la representante de la FAO en Chile, Eve Crowley. Los más altos niveles de rezago por desnutrición crónica infantil se encuentran en áreas rurales de América Latina y el Caribe –revela el Panorama 2020– en donde factores como la pobreza, bajos ingresos y escolaridad, la falta de un empleo formal y un menor acceso a servicios, disminuyen el acceso a alimentos nutritivos. En estos territorios altamente rezagados, coexiste una mayor cantidad de población indígena y afrodescendiente. Para ponerle fin a las cifras de malnutrición infantil, concuerdan las agencias de Naciones Unidas en el Panorama 2020, será imperativo implementar políticas públicas que se enfoquen en estos territorios y, en concreto, en sus poblaciones más vulnerables, con énfasis en poblaciones indígenas, afrodescendientes y mujeres. En el país, el Panorama 2020 expone acerca de una tendencia creciente a la proliferación de canales comerciales para los productos de agricultura familiar campesina, por ejemplo, el Instituto de Desarrollo Agropecuario (Indap) cuenta con una serie de programas para ofrecer alimentos de agricultores familiares a pueblos y ciudades. A su vez, el Programa de Alimentación Escolar de la Junaeb cuenta con empresas proveedoras de alimentos que deben comprar parte de sus insumos a la agricultura familiar campesina, pequeños productores y zonas rezagadas. En ambos casos, se contribuye a la activación de la economía en los territorios rurales y a evitar la malnutrición en todas sus formas.",8-Ecología_y_Planeta
8,72457,Tras reiterados varamientos: Organizaciones de Puchuncaví tachan de inepta Mesa del Carbón,"Tras reiterados varamientos: Organizaciones de Puchuncaví tachan de inepta Mesa del Carbón. Organizaciones medioambientales de Puchuncaví criticaron la reactivación de la mesa por el carbón convocada por la intendencia debido a los varamientos en la zona y la catalogaron de inepta. Desde marzo de 2013, y por convocatoria de la Seremi de Medio Ambiente en la región de Valparaíso a servicios como el Sernapesca, la autoridad marítima y a la municipalidad de Puchuncaví, sesiona una mesa de trabajo que tiene como objetivo fiscalizar los episodios de varamientos de carbón en la playa de Ventanas tras las denuncias de la comunidad. Tras más de un año de no sesionar, la Intendencia de Valparaíso confirmó que convocó para esta semana a reunión a los integrantes de la Mesa del Carbón, donde se revisarán los estudios y avances en base a los temas ambientales que se trabajan en esta instancia. Hernán Ramírez, investigador asociado a la fundación Terram, criticó que a pesar que en 7 años haya sesionado la mesa por el carbón, los episodios de varamientos han continuado en esa zona del litoral norte de la región de Valparaíso y la catalogó de inepta. “Hemos observado que del año 2013 a la fecha se ha incrementado el número de varamientos, a pesar que la mesa de carbón a sesionado en numerosas ocasiones, tanto en el año 2013 como los años siguientes, la mesa ha demostrado ser una instancia bastante poco eficiente, bastante inepta en realidad, en el rol que se han auto establecidos de buscar una solución”, sostuvo. En tanto, Katta Alonso, vocera de la organización mujeres en zona de sacrificio, aseguró que van tres días consecutivos de varamientos de carbón en la bahía de Ventanas sólo durante esta semana y denunció que ocurren casi a diario. “Creo que no va a tener ninguna solución, y no hay voluntad política (…) porque hemos presionado con la cantidad de varamientos de carbón que han habido”, aseguró. Según información de Directemar, durante el año 2019 en la Caleta de Ventanas ocurrieron 185 varamientos de carbón, lo que implicó un incremento de un 27% en el número de este tipo de incidentes respecto al año 2018.",8-Ecología_y_Planeta
9,4606296,Conaf detecta que 37% de los incendios forestales son intencionales en el país,"Conaf detecta que 37% de los incendios forestales son intencionales en el país. Un total de 3.539 incendios forestales se han generado esta temporada 2020-2021 a nivel nacional. Lo que más preocupa a la Corporación Nacional Forestal (Conaf) es la intencionalidad de los siniestros, pues según sus cifras, entre el 1 de julio de 2020 y el 21 de enero recién pasado, el 37% de ellos es intencional, es decir, producidos por el hombre. A la misma fecha del año pasado, el porcentaje era de 35%. Según las cifras de Conaf, del total de siniestros, un tercio son intencionales, el 47% han sido accidentales o negligentes, mientras que el 16% no tiene una causa identificada. Solo el 0,4% de ellos es de origen natural. Las regiones que concentran el fenómeno son la del Biobío, donde un 62% de los focos fue provocado, y la de Ñuble, zona donde el 33% de estos hechos fue provocado. El director ejecutivo de la Conaf, Rodrigo Munita, explicó que el incendio más reciente, donde habría personas detrás del siniestro, corresponde al ocurrido en Quilpué, donde se quemaron más de cuatro mil hectáreas y puso en riesgo más de 25 mil viviendas, por lo que los vecinos debieron ser evacuados. “Tenemos la razonable certidumbre de que fue intencional: el primer foco se produjo a las 21.30 horas del jueves y es difícil que haya ocurrido accidentalmente, por la hora y el lugar”. Añadió que se identificaron cuatro focos distintos en el sector, lo que lleva a concluir que podrían haber sido provocados. Se hizo un informe técnico, que fue entregado a la Policía de Investigaciones, que trabaja junto a la Fiscalía de Quilpué en la investigación de los hechos. A nivel general, el director planteó que en las regiones donde hay mayor intencionalidad está asociada a factores “que tienen que ver con situaciones sociales y de violencia en esa zona”. Agregó que incluso en algunas áreas afectadas “no nos permiten el acceso para combatir el fuego, lo que pone en riesgo tanto las aeronaves como a los brigadistas”. El presidente de la Corporación de la Madera (Corma), Juan José Ugarte, señaló que la evidencia reunida por personal especializado “muestra que la intencionalidad ya alcanza el 70% en los incendios combatidos por las empresas forestales”. Según la Conaf, existe alta posibilidad de ocurrencia de incendios, debido a las condiciones de sequedad en los terrenos y las olas de calor proyectadas en la zona central, donde se esperan temperaturas entre 0,5 y 1,5°C más altas que lo normal en la Macrozona Centro-Sur. Ante este escenario, la Conaf dispone recursos para combatir el fuego que ascienden a $ 72 mil millones, destinados a aeronaves, maquinaria y brigadistas. El programa para esta temporada considera 52 aeronaves, entre ellas los helicópteros Chinook, que pueden llevar un volumen 10 mil litros, y los Puma, con una capacidad de cuatro mil litros de agua y elementos retardantes. Y si las condiciones climáticas cambian o empeoran, pueden ampliarse a 62 aeronaves. A estos se suman 2.957 brigadistas para combatir los focos, distribuidos entre todo el país. Entre ellas, por primeras vez este año se cuentan 14 brigadas que trabajan de noche. La Corma, en tanto, también cuenta con medios propios para combatir los incendios: 35 helicópteros, 20 aviones cisterna, cuatro aviones de coordinación y vigilancia, 60 cámaras robot 360° y 158 torres de vigilancia. Además, las empresas del sector poseen 3.951 brigadistas. Los expertos plantean que, más allá de los medios para combatir los incendios, cada vez más se debe trabajar en la prevención con las comunidades donde hay predios colindantes a la zona urbana. El académico de la Facultad de Ciencias Forestales de la U. de Concepción, Eduardo Peña, explicó que en Chile se debería implementar un sistema similar al de Australia, país azotado por incendios los últimos años. “Allí existe una norma obligatoria, donde los propietarios de predios colindantes a bosques deben mantener una franja despejada de 30 metros, con el fin de que no se expandan las llamas”, precisó, lo que se denomina “anillos de aislamiento”. Por favor, inicia sesión en La Tercera para acceder a los comentarios.",8-Ecología_y_Planeta
10,7330794,"Asteroide ""potencialmente peligroso"" se acercará a la Tierra este domingo","Asteroide ""potencialmente peligroso"" se acercará a la Tierra este domingo. Este domingo 29 de noviembre, a una distancia relativamente cercana de la Tierra, se aproximará un asteroide considerado como “potencialmente peligroso”. Así fue calificado por la Administración Nacional de Aeronáutica y el Espacio (NASA) de Estados Unidos, que se mantiene atenta a la trayectoria de este cuerpo rocoso denominado como Atón 153201 (2000 W0107). La buena noticia es que, según lo reportado por el Centro de Estudios de Objetos Cercanos a la Tierra (CNEOS, por sus siglas en inglés), el paso de este asteroide no representa mayor riesgo para nuestro planeta, ya que sus posibilidades de colisión son prácticamente nulas, consigna La Sexta. De todas formas, la calificación de ser “potencialmente peligroso” se ajusta a toda medida con los parámetros establecidos por la NASA, ya que su aproximación a 4.302.775 kilómetros de la Tierra es una distancia cercana en términos astronómicos. En este riesgo eventual que considera la agencia espacial estadounidense también se toma en cuenta el tamaño del asteroide, que en el caso de Atón 153201 (2000 W0107) es de alrededor de 500 metros de diámetro. En tanto, la velocidad del asteroide fue calculada en 25,07 kilómetros por segundo. Además de Atón 153201 (2000 W0107), esta semana, específicamente el jueves 26, nuestro planeta también tuvo el acercamiento de otros dos asteroides que también fueron considerados como “potencialmente peligrosos”, pero con parámetros de menor importancia para la Tierra. Estos otros cuerpos rocosos son Apolo 2020 WP1 y Apolo 2020 UR6, que se acercaron a más de 8 y 23 millones de kilómetros del planeta, respectivamente. El diámetro del primero es de entre 250 y 560 metros, mientras que el del segundo es de entre 190 y 420 metros.",4-Ciencias_y_Tecnología
14,7312588,WhatsApp vs Telegram: Conoce las principales diferencias entre ambas aplicaciones,"WhatsApp vs Telegram: Conoce las principales diferencias entre ambas aplicaciones. El próximo 8 de febrero WhatsApp actualizaría sus políticas de privacidad, ""obligando"" a los usuarios a aceptarlas si es que querían seguir usando la aplicación. Sin embargo, aquello no ocurrirá. Esto, debido a una polémica con las nuevas condiciones, las que consisten en ""darle a Facebook (su propietario) acceso a los metadatos: la IP de donde te conectas a WhatsApp, desde qué dispositivo, tu red y número telefónico"", comenta Pedro Huichalaf, del Centro de Investigación en Ciberseguridad de la Universidad Mayor. ""No es que Facebook vaya a leer tus mensajes, pero sí tu comportamiento, los grupos en qu estás y tendrá otras maneras de ir cruzando información. Así irá poniendo publicidad contextual aún mejor perfilada"", complementa el experto a LUN. Esta situación no hizo más que beneficiar a Telegram, pues muchos usuarios llegaron a esta aplicación para escapar de las medidas que pretende imponer WhatsApp el próximo 15 de mayo, la nueva fecha establecida tras posponer el día original. Las dos plataformas son similares, pero Telegram tiene ciertas ventajas que inclinan la balanza a su favor: Multiplataforma: Si el usuario quiere ocupar la versión web de WhatsApp, es necesario que su smartphone esté encendido y conectado a internet, por lo que es muy dependiente. En cambio, Telegram se puede utilizar incluso en varios dispositivos al mismo tiempo. Número privado: Tanto WhatsApp como Telegram requieren un número telefónico para crear una cuenta. Sin embargo, esta última da la posibilidad de que el número sea privado, es decir, que los demás contactos no puedan verlo. Las búsquedas se realizan con el nombre de usuario. Mensajes editables: Después de ser enviados, los mensajes pueden editarse en Telegram. No como WhatsApp, en donde el usuario tiene que borrar el comentario para reenviarlo nuevamente de una manera correcta. Mensajes que se autodestruyen: WhatsApp también lo hizo, pero en Telegram es posible determinar el tiempo de vida de un mensaje para que posteriormente se autoelimine. El periodo máximo es hasta una semana. Fotos y videos con alta calidad: Una de las grandes desventajas de WhatsApp es que las fotos y videos se comprimen al ser enviados, lo que afecta principalmente su calidad. En Telegram, en cambio, estos archivos son enviados con su calidad original, siempre y cuando no superen los 2 gigabytes. Geolocalización real: Un aspecto muy importante por razones de seguridad es la geolocalización. Ambas aplicaciones ofrecen esta herramienta, en donde un usuario puede ver la ubicación de su contacto en tiempo real. Canales ilimitados: Los grupos en Telegram admiten un máximo de 200.000 personas y tienen una herramienta llamada ""Canales"", en el cual los usuarios se suscriben y leen lo que los administradores publican. Eso sí, aquellos que están suscritos a estos canales no tienen la posibilidad de poder chatear entre ellos. Darse un respiro: Dado que es una aplicación relativamente poco conocida, Telegram permite darse un respiro y desconectarse de ciertos ámbitos de la vida: ""Asocio WhatsApp a cosas de trabajo y tengo las notificaciones apagadas, mientras que en Telegram está mi pareja y mis amigos más cercanos"", concluye César Silva, editor de www.supergeek.cl. Todo sobre Whatsapp",4-Ciencias_y_Tecnología
15,5151594,Calentamiento Global y la importancia de monitorear el agua marina,"Calentamiento Global y la importancia de monitorear el agua marina. La evaluación de los cambios climáticos y el estado ambiental de las aguas marinas requiere una determinación precisa de las fuentes por las que la materia orgánica entra en el océano. Esta información también es necesaria para tomar decisiones en caso de desastres naturales o provocados por el hombre. Científicos de las principales universidades rusas explicaron la importancia y los resultados de la investigación que llevan a cabo en este ámbito. El análisis de los compuestos orgánicos que llegan hasta los mares epicontinentales árticos a través de los ríos permite estimar con bastante precisión la magnitud del derretimiento del permafrost. La composición de la materia orgánica en el agua marina también se ve influida por sales de metales pesados y contaminantes orgánicos provenientes de aguas residuales domésticas e industriales. Por eso los científicos verifican regularmente la composición cualitativa y cuantitativa del agua marina en las plataformas continentales. Para evaluar los cambios estacionales y espaciales en la composición de la materia orgánica disuelta, se utilizan varios métodos fisicoquímicos. El método más rápido y barato es la espectroscopía de fluorescencia 3D. El método se basa en el hecho de que las sustancias orgánicas pueden brillar en la luz ultravioleta, y las propiedades de la luz que emiten depende estrictamente de su estructura. Los científicos irradian las soluciones estudiadas con rayos ultravioleta que tienen diferentes longitudes de onda. Además, cada una de las sustancias disueltas emite un conjunto de frecuencias que no depende de su concentración en la solución. Al mismo tiempo, de la concentración depende la intensidad de la radiación. Justo esta combinación hace posible determinar no solo la sustancia, sino también su concentración en el agua. En la naturaleza, todo es más complejo que en el laboratorio. El agua marina contiene miles de compuestos orgánicos, y es imposible determinarlos todos a la vez mediante los espectros de fluorescencia. Pero para resolver los problemas científicos y prácticos, no necesitamos la información completa sobre la composición de la solución; es suficiente determinar la concentración de algunos compuestos importantes. Por eso, para analizar el agua marina, se utilizan ampliamente los métodos ópticos. Timur Labutin, docente del Departamento de Química de Láser de la Facultad de Química de la Universidad Estatal Lomonósov de Moscú, señaló que la cuestión más importante y compleja es encontrar el número mínimo de componentes significativos con los que se puede descifrar el espectro. “No se puede decir cuántos compuestos participaron en la formación de espectros experimentales, ya que las líneas de los espectros individuales se superponen. Por lo tanto, utilizamos unos métodos matemáticos modernos que permiten descomponer el espectro final en componentes, en particular PARAFAC (análisis factorial paralelo). Este método basado en un criterio estadístico, es perfecto para analizar el espectro”, dijo el especialista. Explicó además que si utilizamos más componentes de los que realmente existen, esto puede provocar un error. Formalmente, la descomposición se completará exitosamente. Sin embargo, el programa producirá una de las infinitas respuestas que son matemáticamente correctas, pero no describen los datos experimentales correctamente. En la actualidad, para estimar el número correcto de componentes que han formado los espectros resultantes, los investigadores utilizan varios métodos empíricos que les permiten elegir la opción correcta. Los empleados de la Facultad de Química de la Universidad Estatal de Moscú, bajo la dirección de Timur Labutin, propusieron un algoritmo para elegir el número de componentes que aumentó significativamente la fiabilidad del resultado. Iván Krylov, doctorando del Departamento de Química de Láser de la Facultad de Química de la Universidad Estatal de Moscú, contribuyó considerablemente a la investigación. Otros estudiantes y doctorandos del Departamento también participaron activamente en el trabajo. El desarrollo de los jóvenes científicos, llamado poéticamente Albatros, permitirá determinar con mayor precisión las fuentes por las que la materia orgánica entra en el océano. Esto es muy importante para evaluar los cambios climáticos y monitorear las aguas marinas. El algoritmo ya se ha aplicado con éxito para analizar las muestras recolectadas durante una expedición a los mares epicontinentales del Ártico ruso. Justo durante la expedición en el barco llamado Académico Mstislav Kéldysh, los científicos del Instituto Shirshov de Oceanología de la Academia de Ciencias de Rusia consiguieron utilizar el desarrollo Albatros para examinar más de sesenta muestras de agua de mar de Laptev, mar de Kara y aguas costeras de Nueva Zembla. Según explicó Natalia Tarasova, miembro asociado de la Academia de Ciencias de Rusia y directora del Instituto de Química y Problemas de Desarrollo Sostenible de la Universidad Mendeléyev de Tecnología Química de Rusia, la condición esencial para acciones adecuadas en caso de desastres naturales o provocados por el hombre es obtener información sobre el estado de las plataformas continentales de los océanos en tiempo real. “También es indispensable determinar qué formas tienen carbono orgánico que se encuentra en las aguas costeras. Estas formas están relacionadas con la variación de la escorrentía fluvial bajo la influencia del cambio climático. Esperamos que muy pronto nuestro desarrollo se convertirá en un dispositivo de serie”, agrego. Los científicos de la Universidad Estatal de Moscú proponen utilizar sensores portátiles fluorómetros ajustados para analizar las aguas en tiempo real con el dispositivo Albatros. Este sistema permitirá estimar la magnitud de los incidentes ambientales, detectar las rutas de migración de las aguas naturales y contaminadas y, si es necesario, encontrar la fuente de contaminación. Los resultados de la investigación se publicaron en la revista Chemometrics and Intelligent Laboratory Systems. El paquete de software está hecho con el lenguaje R y está disponible para el libre uso. Cortesía de Sputnik Te podría interesar Contaminación por mercurio llega al fondo del océano",4-Ciencias_y_Tecnología
